product_type,product_name,product_desc,product_price,product_brand,product_model,product_printertype,product_tech,product_maxsize,product_maxres,product_bwspeed,product_cspeed,product_memory,product_dimensions,product_weight
Laserprinters,"HP LaserJet Enterprise M607DN","De HP LaserJet Enterprise M607DN is een laserprinter geschikt voor grote bedrijven of voor op drukke kantoorvloeren. De krachtige ingebouwde technologie houdt hackaanvallen tegen en controleert aanpassingen in de printersoftware. Zo voorkom je verspreiding van virussen of ransomware in je bedrijfsnetwerk via de printer. Dankzij de hoge printsnelheid van 52 pagina's per minuut zorgt de printer voor een efficiënte workflow. Wil je tijd én papier besparen? Het apparaat drukt dubbelzijdige pagina's bijna net zo snel af als enkelzijdige pagina's. Bovendien selecteer je pagina's en pas je print wijzigingen toe op het 5,5 cm grote touchscreen.  Daarnaast verwissel je zelden papier, want één invoerlade bevat maximaal 650 A4 papiervellen.","699,-","HP","K0Q15A","Alléén printen","Laser","A4","1200 x 1200","52 ppm","None","0,512 GB","43,1 cm x 46,6 cm x 38 cm","21,6 kg"
Laserprinters,"HP LaserJet Enterprise M608N","De HP LaserJet Enterprise M608N is een zakelijke laserprinter voor bedrijven met grote werkvloeren zoals accountantskantoren. De ingebouwde technologie controleert de printersoftware en beschermt tegen hackaanvallen en de verspreiding van ransomware via je printer. Steek een usb stick in de printer en je selecteert via het grote 5,5 cm kleuren touchscreen documenten om te printen.Dankzij de hoge printsnelheid van 61 pagina's per minuut print je ongeveer 1 pagina per seconde, waardoor je sneller en efficiënter werkt. Bovendien heeft deze printer 2 papierlades waardoor je minder vaak het papier bijvult.","779,-","HP","K0Q17A","Alléén printen","Laser","A4","1200 x 1200","61 ppm","None","512 GB","43,1 cm x 46,6 cm x 38 cm","21,6 kg"
Laserprinters,"Lexmark MS610dn","De Lexmark MS610dn laserprinter plaats je op de werkvloer van een hogeschool of advocatenkantoor. Dankzij de ingebouwde beveiligingsfuncties autoriseer en controleer je wie gebruik mag maken van de printer. Je beschermt zo je gevoelige bedrijfsinformatie tegen onbevoegden. Deel de printer op het bedrijfsnetwerk met al je collega's via de netwerkaansluiting. Zet de printer in eco-modus voor minder tonerverbruik of stille modus voor minder geluidsproductie. Zo pas je de printer aan naar wens. Door de Lexmark Mobile app voor iOS of Android voeg je nieuwe printers toe aan het netwerk door een QR code te scannen met de app, wat zorgt voor meer gebruiksgemak. Met de MS610dn print je in een rap tempo van 47 pagina's per minuut, waardoor je niet lang wacht tot je handouts of contracten uitgeprint zijn.","216,68","Lexmark","35S4670","Alléén printen","Laser","A4","1200 x 1200","47 ppm","None","0,256 GB","3,99 cm x 3,82 cm x 30,6 cm","15,7 kg"
3D-printers,"Zortrax M200","De Zortrax M200 3D-printer vond zijn oorsprong op Kickstarter en geschikt is voor zowel beginners als gevorderden. Bevestig het filament aan de spuitmond en ga direct aan de slag. Het apparaat kalibreert het printbed automatisch, waardoor je niets afstelt. Dankzij de vernieuwde firmware
is het nu ook mogelijk om met een grote variatie aan materialen aan de slag te gaan. Kies voor een hogere laagdikte en maak je eigen kopjes en servies. Of ga voor een lagere laagdikte zodat je schaalmodellen van auto's maakt. Laad het printmodel in de Z-Suite software en sla het bestand op op een SD kaartje. Selecteer het bestand via het draaiwiel naast het display. De printer informeert je over de opwarmtijd en printduur. Door de open behuizing raden we aan de printer in een geventileerde ruimte te plaatsen.","2.099,-","Zortrax","M200","None","None","None","None","None","None","None","34,5 cm x 36 cm x 43 cm","16 kg"
3D-printers,"BCN3D Sigma R17","Maak met de BCN3D Sigma R17 3D-printer nauwgezette creaties als je eigen F1 wagens of simpele bouw blokjes. Doordat de printkoppen uit elkaar vastzitten, 1 links en 1 rechts, maak je 3D prints over de gehele lengte en breedte van de 3D-printer. Dit is groter dan vergelijkbare 3D-printers met twee printkoppen. De spuitmonden zijn voorzien van ventilatoren, die aan gaan als ze heet worden. Dit zorgt ervoor dat de 3D-printer minder geluid veroorzaakt als je bijvoorbeeld simpele onderleggers maakt. Creëer 3D-prints die bestaan uit 2 verschillende kleuren of zelfs type filament. Voer een SD kaart in de printer en via het 3,6 inch grote touchscreen maak je de laatste wijzigingen aan je printinstellingen voordat je print.","2.659,-","BCN3D","10999","None","None","None","None","None","None","None","4,65 cm x 4,4 cm x 6,8 cm","13,6 kg"
Laserprinters,"HP LaserJet Enterprise M608DN","De HP LaserJet Enterprise M608DN is een zakelijke printer voor midden- en grote bedrijven. Deze printer drukt dubbelzijdig ongeveer net zo snel af als enkelzijdig papier, waardoor je tijd en papier bespaart. Dankzij de ingebouwde beveiligingssoftware is je bedrijfsnetwerk beschermd tegen hackaanvallen en de verspreiding van virussen via je printer. Bovendien hoef je niet lang te wachten voor je document klaar is, de printer heeft namelijk een printsnelheid van 65 pagina's per minuut . Het 5,5 cm grote touchscreen is geschikt om printerinstellingen te wijzigen en pagina's en documenten te selecteren. Bovendien vervang je minder vaak papier, dankzij 2 invoerlades.","939,-","HP","K0Q18A","Alléén printen","Laser","A4","1200 x 1200","61 ppm","None","512 GB","43,1 cm x 46,6 cm x 38 cm","21,6 kg"
Laserprinters,"HP LaserJet Enterprise M609DN","De HP LaserJet Enterprise M609DN is een zakelijke laserprinter voor grote bedrijven en het MKB. De ingebouwde software controleert regelmatig of je printer veilig is van hackaanvallen en virussen via het netwerk. Daarbij word je direct op de hoogte gebracht wanneer er zich beveiligingsproblemen voordoen. Met een printsnelheid van 75 pagina's per minuut hoef je niet lang te wachten tot je document geprint is. En met de lage opstarttijd duurt het maar 7,8 seconde tot de eerste pagina afdrukt. Ook vervang je minder vaak papier dankzij 2 invoerladen voor A4 papier.","1.159,-","HP","K0Q21A","Alléén printen","Laser","A4","1200 x 1200","75 ppm","None","512 GB","43,1 cm x 46,6 cm x 38 cm","21,6 kg"
Laserprinters,"Lexmark MS517DN","De Lexmark MS517DN laserprinter is geschikt voor op de werkvloer van een hogeschool of advocatenkantoor. Dankzij de ingebouwde beveiligingsfuncties autoriseer en controleer je wie gebruik mag maken van de printer. Je beschermt zo je gevoelige bedrijfsinformatie tegen onbevoegden. Deel de printer op het bedrijfsnetwerk met al je collega's via de netwerkaansluiting. Met de Lexmark Mobile app voor iOS of Android voeg je nieuwe printers toe aan het netwerk door een QR code te scannen met de app, wat zorgt voor meer gebruiksgemak. Je kunt ook de printerinstellingen aanpassen binnen de app voor je daadwerkelijk op de print knop drukt, zoals dubbelzijdig afdrukken of printen in landschap- of portretmodus. Met de MS510dn print je in een rap tempo van 42 pagina's per minuut, waardoor je niet lang wacht tot je handouts of contracten uitgeprint zijn.","219,-","Lexmark","35SC380","Alléén printen","Laser","A4","1200 x 1200","42 ppm","None","0,256 GB","39,9 cm x 38,2 cm x 26,3 cm","15 kg"
Laserprinters,"Lexmark MS317DN","De Lexmark MS317DN laserprinter print alle papierwerk in een (klein) bedrijf. De printer verwerkt tekstdocumenten op een hoog tempo van wel van 33 pagina's per minuut. En om papier te besparen druk je je documenten automatisch dubbelzijdig af. Met de netwerkaansluiting deel je de printer gemakkelijk met alle werknemers binnen je bedrijf. Met een iPhone of iPad verstuur je de printopdrachten draadloos via AirPrint.","84,99","Lexmark","35SC080","Alléén printen","Laser","A4","1200 x 1200","33 ppm","None","None","39,9 cm x 38,2 cm x 26,3 cm","14 kg"
Laserprinters,"Lexmark CS827DE","De Lexmark CS827DE laserprinter beschikt over een veelvoud aan beveiligingsfuncties, wat hem geschikt maakt voor bijvoorbeeld overheidsinstellingen. Met de ingebouwde nietmachine maakt de printer meteen boekjes voor je zonder dat jij dit achteraf nog doet. Dankzij het Lexmark Device and Fleet management systeem beheer en stel al je printers in vanaf 1 centrale locatie. Geef gebruikers toegang tot de printer of beperk juist bepaalde functies per gebruiker. Kies welke poort- en TCP-filters openstaan om zo onbevoegden kans te geven om gevoelige informatie buit te maken. Beveilig de printer door iedere printtaak pas vrij te geven als je de juiste pincode invoert. Print zonder tussenkomst van een pc, dankzij het 10,9 cm grote kleuren touchscreen.","569,-","Lexmark","21KC230","Alléén printen","Laser","A4","2400 x 600","57 ppm","57 ppm","1024 GB","55,9 cm x 52,2 cm x 53,6 cm","62,3 kg"
Laserprinters,"Lexmark CS728DE","De Lexmark CS728DE laserprinter beschikt over een veelvoud aan beveiligingsfuncties, wat hem geschikt maakt voor bijvoorbeeld overheidsinstellingen. Dankzij het Lexmark Device and Fleet management systeem configureer en beheer je alle printers vanaf 1 centrale locatie. Geef gebruikers toegang tot de printer of beperk juist bepaalde functies per gebruiker. Kies welke poort- en TCP-filters openstaan om zo onbevoegden geen kans te geven om gevoelige informatie buit te maken. Beveilig de printer door iedere printtaak pas vrij te geven als je de juiste pincode invoert. Print zonder tussenkomst van een pc, dankzij het 10,9 cm grote kleuren touchscreen. Is de standaard invoerlade van 550 vellen niet groot genoeg? Breid de printer dan uit met optionele papierladen tot een maximale invoercapaciteit van 2300 vellen.","429,-","Lexmark","40CC036","Alléén printen","Laser","A4","2400 x 600","47 ppm","47 ppm","1024 GB","47,5 cm x 49,9 cm x 41,7 cm","36,3 kg"
Laserprinters,"Lexmark CS417DN","Print al je presentaties en handouts in zwart of kleur met de Lexmark CS417DN laserprinter, wat hem geschikt maakt voor marketing- of architectenbureaus. Om de 2 seconden drukt de printer een pagina af, waardoor je niet lang wacht tot je printjes klaar zijn. Dankzij de ingebouwde beveiligingsfuncties bepaal en controleer je wie mag printen met deze printer. Plaats een usb stick aan de voorzijde van de printer en druk je mindmaps af zonder dat je pc aan hoeft. Met de Lexmark Mobile app voor iOS of Android voeg je nieuwe printers toe aan het netwerk door een QR code te scannen met de app, wat zorgt voor meer gebruiksgemak. Pas de printerinstellingen binnen de app aan voor je daadwerkelijk op de print knop drukt, zoals dubbelzijdig afdrukken of printen in landschap- of portretmodus.","163,99","Lexmark","28DC070","Alléén printen","Laser","A4","2400 x 600","30 ppm","30 ppm","256 GB","44,2 cm x 40,7 cm x 29,1 cm","20,5 kg"
Laserprinters,"Lexmark CS517DE","Print al je presentaties en handouts in zwart of kleur met de Lexmark CS517DE laserprinter, wat hem geschikt maakt voor marketing- of architectenbureaus. Om de 2 seconden drukt de printer een pagina af, waardoor je niet lang wacht tot je printjes klaar zijn. Dankzij de ingebouwde beveiligingsfuncties autoriseer en controleer je wie mag printen met deze printer. Maak op het 10,9 cm grote kleuren touchscreen wijzigingen in je printtaken en bekijk direct het resultaat voor je daadwerkelijk print. Met de Lexmark Mobile app voor iOS of Android voeg je nieuwe printers toe aan het netwerk door een QR code te scannen met de app, wat zorgt voor meer gebruiksgemak. Pas de printerinstellingen binnen de app aan voor je daadwerkelijk over gaat tot printen, zoals dubbelzijdig afdrukken of printen in landschap- of portretmodus.","249,-","Lexmark","28EC070","Alléén printen","Laser","A4","2400 x 600","30 ppm","30 ppm","0,512 GB","44,2 cm x 40,7 cm x 30,6 cm","20,9 kg"
Laserprinters,"Lexmark CS317DN","De Lexmark CS317DN laserprinter print alle papierwerk in een (klein) bedrijf. De printer verwerkt al je documenten in kleur op een tempo van 23 pagina's per minuut. Wil je papier besparen? Druk dan al je printopdrachten automatisch dubbelzijdig af. Met de netwerkaansluiting deel je de printer gemakkelijk met alle werknemers binnen je bedrijf. Heb je een iPhone of iPad? Verstuur je de printopdrachten draadloos via AirPrint.","119,99","Lexmark","28CC070","Alléén printen","Laser","A4","1200 x 1200","23 ppm","23 ppm","None","44,2 cm x 40,7 cm x 29,1 cm","20,3 kg"
Laserprinters,"Lexmark MX617DE","De Lexmark MX617DE All-in-one laserprinter is geschikt voor notariskantoren en banken. Dankzij de ingebouwde beveiligingsfuncties autoriseer en controleer je wie mag printen, scannen én faxen met deze printer. Plaats een usb stick aan de voorzijde van de printer en bekijk het printvoorbeeld op het 17,8 cm grote kleuren touchscreen. Op dit grote scherm pas jij simpel je printtaak aan. Met de Lexmark Mobile app voor iOS of Android voeg je nieuwe printers toe aan het netwerk door een QR code te scannen met de app, wat zorgt voor meer gebruiksgemak. Pas de printerinstellingen binnen de app aan voor je daadwerkelijk op de print knop drukt, zoals dubbelzijdig afdrukken of printen in landschap- of portretmodus.","519,-","Lexmark","35SC750","All-in-one","Laser","A4","1200 x 1200","47 ppm","None","1024 GB","48,9 cm x 47,9 cm x 56,1 cm","23,6 kg"
Laserprinters,"Lexmark MX517DE","De Lexmark MX517DE All-in-one laserprinter is geschikt voor notariskantoren en banken. Dankzij de ingebouwde beveiligingsfuncties autoriseer en controleer je wie mag printen, scannen én faxen met deze printer. Regel de printerinstellingen via het 10,9 cm grote kleuren touchscreen. Zo plaats je een usb stick aan de voorzijde van de printer en druk je rapporten af zonder dat je pc aan hoeft. Met de Lexmark Mobile app voor iOS of Android voeg je nieuwe printers toe aan het netwerk door een QR code te scannen met de app, wat zorgt voor meer gebruiksgemak. Pas de printerinstellingen binnen de app aan voor je daadwerkelijk op de print knop drukt, zoals dubbelzijdig afdrukken of printen in landschap- of portretmodus.","389,-","Lexmark","35SC748","All-in-one","Laser","A4","1200 x 1200","42 ppm","None","512 GB","48,9 cm x 45,2 cm x 50,2 cm","21,8 kg"
Laserprinters,"Lexmark MX417DE","De Lexmark MX417DE laserprinter print alle papierwerk in een (klein) bedrijf. De printer verwerkt tekstdocumenten op een hoog tempo van wel 33 pagina's per minuut. Naast het printen, scan, kopieer en fax je al je documenten. En om meer papier te besparen druk je je documenten zelfs automatisch dubbelzijdig af. Staat je laptop of pc al uit? Voer dan op het 10,9 cm grote touchscreen je printtaken uit zonder tussenkomst van je pc. Met de netwerkaansluiting deel je de printer gemakkelijk met alle werknemers binnen je bedrijf. Heb je een iPhone of iPad? Verstuur je de printopdrachten draadloos via AirPrint.","249,-","Lexmark","35SC746","All-in-one","Laser","A4","1200 x 1200","38 ppm","None","None","39,9 cm x 47,2 cm x 46,8 cm","20 kg"
Laserprinters,"Lexmark MS617DN","De Lexmark MS617DN laserprinter plaats je op de werkvloer van een hogeschool of advocatenkantoor. Dankzij de ingebouwde beveiligingsfuncties autoriseer en controleer je wie gebruik mag maken van de printer. Je beschermt zo je gevoelige bedrijfsinformatie tegen onbevoegden. Deel de printer op het bedrijfsnetwerk met al je collega's via de netwerkaansluiting. Zet de printer in eco-modus voor minder tonerverbruik of stille modus voor minder geluidsproductie. Zo pas je de printer aan naar wens. Door de Lexmark Mobile app voor iOS of Android voeg je nieuwe printers toe aan het netwerk door een QR code te scannen met de app, wat zorgt voor meer gebruiksgemak. Met de MS610dn print je in een rap tempo van 47 pagina's per minuut, waardoor je niet lang wacht tot je handouts of contracten uitgeprint zijn.","269,-","Lexmark","35SC480","Alléén printen","Laser","A4","1200 x 1200","47 ppm","None","0,256 GB","3,99 cm x 3,82 cm x 30,6 cm","15,7 kg"
Laserprinters,"Lexmark MX317DN","De Lexmark MX317DN laserprinter print alle papierwerk in een (klein) bedrijf. De printer verwerkt tekstdocumenten op een hoog tempo van wel 33 pagina's per minuut. Naast het printen, scan, kopieer en fax je al je documenten. En om meer papier en tijd te besparen druk je je documenten zelfs automatisch dubbelzijdig af met behulp van de automatische documentinvoer. Daarnaast lees je op het 6 cm grote kleurenscherm de informatie af van je printopdrachten. Met de netwerkaansluiting deel je de printer gemakkelijk met alle werknemers binnen je bedrijf. Heb je een iPhone of iPad? Verstuur je de printopdrachten draadloos via AirPrint.","156,99","Lexmark","35SC745","All-in-one","Laser","A4","1200 x 1200","33 ppm","None","None","39,9 cm x 47,2 cm x 46,8 cm","20 kg"
