product_type,product_name,product_desc,product_price,product_brand,product_model,product_screen,product_screenres,product_response,product_brightness,product_refresh,product_screentype,product_connection,product_dimensions,product_weight
Monitoren,"Eizo ColorEdge CS2730","De Eizo ColorEdge CS2730 is een monitor voor professioneel fotografen en grafisch ontwerpers. Deze monitor ondersteunt namelijk 100% van het sRGB kleurprofiel en 99% van het Adobe RGB kleurprofiel. In sRGB werk je digitaal met realistische kleuren. Schakel over naar Adobe RGB voor meer verzadigde weergave van je foto's en voor het werken met printers die Adobe RGB ondersteunen. Richt je werkplek ergonomisch in, door de CS2730 in hoogte te verstellen, te kantelen en te draaien. Roteer het beeldscherm 90 graden om in de portretstand te werken, handig als je lange stukken tekst leest of rechtopstaande foto's bewerkt. Het anti-glare paneel voorkomt weerspiegeling in het scherm, waardoor je minder snel wordt afgeleid.","1.059,-","Eizo","CS2730","27 inch","2560 x 1440 pixels","10 ms","None","60 Hz","IPS paneel","HDMI, DVI, DisplayPort, USB-type A","64 cm x 25 cm x 56 cm","8,98 kg"
Monitoren,"Acer Predator Z35P","De Acer Predator Z35P is een 35 inch ultrawide gaming monitor voor de echte game fanaat. Door het extra brede beeldscherm zie je meer van je games, mits de game dit ondersteunt. Zo heb je het voordeel dat je tegenstanders sneller aan ziet komen tijdens een shooter of meer overzicht hebt tijdens een strategy game. De G-Sync technologie synchroniseert je monitor met je videokaart, waardoor je geen last hebt van tearing en stuttering. Met deze Predator game je ergonomisch verantwoord: je past hem aan jouw zithouding aan door hem op meerdere manieren te verstellen. Daarnaast zorgt het blauw licht filter ervoor dat je ogen minder snel geïrriteerd raken bij een lange gamesessie.","1.099,-","Acer","UM.CZ1EE.P01","35 inch","3440 x 1440 pixels","4 ms","None","100 Hz","VA paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","84,4 cm x 30,9 cm x 57,9 cm","12,5 kg"
Monitoren,"Eizo FlexScan EV2456-BK","Met de Eizo FlexScan EV2456-BK bewerk je foto's en werk je in sheets met net iets meer ruimte op het 24,1 inch beeldscherm. Door de resolutie van 1920x1200 is het scherm iets langer dan een 'normale' breedbeeld monitor, waardoor je over meer werkruimte beschikt. Bekijk je bewerkte foto's en grafische ontwerp in levensechte kleuren dankzij de 100% dekking van het sRGB kleurenspectrum. Door de hoge helderheid van 350 cd/m2 neem je de kleuren op het scherm beter waar als je in een verlichte ruimte werkt. Voor een ergonomische werkplek kantel, roteer en verstel je de monitor in hoogte. Zo pas je hem aan jouw werkhouding aan en voorkom je klachten aan je nek en schouders.","499,-","Eizo","EV2456-BK","24 inch","1920 x 1200 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, DisplayPort, USB-type A","2,33 cm x 53,1 cm x 35,7 cm","6,7 kg"
Monitoren,"Acer KG271bmiix","De Acer KG271bmiix is een 27 inch monitor voor beginnende gamers die graag shooters spelen. Met een reactietijd van 1 ms heb jij geen last van haperingen tijdens het gamen. Als jij een AMD videokaart hebt, houdt de Acer KG271bmiix jouw fps stabiel. Speel je graag de hele nacht door? Dankzij het blauw licht filter speel je de hele nacht probleemloos door zonder dat je ogen vermoeid raken. Met de ingebouwde speakers heb jij geen losse speakers nodig om het geluid van jouw game te horen.","189,-","Acer","UM.HX1EE.027","27 inch","1920 x 1080 pixels","1 ms","None","75 Hz","None","HDMI, VGA","61,4 cm x 23,2 cm x 46,5 cm","5,62 kg"
Monitoren,"HP DreamColor Z27x Professional","Op de HP DreamColor Z27x Professional maak je jouw grafisch ontwerp in levensechte kleuren. Deze monitor ondersteunt namelijk 100% van het Adobe RGB kleurenspectrum, waardoor jouw beeldscherm je ontworpen poster of bewerkte foto natuurgetrouw weergeeft. De ware kleuren blijven vanuit elke kijkhoek zichtbaar op het IPS scherm, dus laat je collega's gerust meekijken naar jouw creaties. De resolutie van 2560 x 1440 zorgt voor een scherp beeld en laat je ver inzoomen voor de gedetailleerde klussen. Als grafisch professional wil je geen last krijgen van je nek en schouders. Kantel, draai en verstel daarom de DreamColor en pas de monitor aan helemaal jouw werkhouding aan.","1.039,-","HP","D7R00A4#ABB","27 inch","2560 x 1440 pixels","7 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, USB-type A","64,1 cm x 24,24 cm x 42,04 cm","8,8 kg"
Monitoren,"LG 19MB15T","Gebruik de LG 19MB15T bij het geven van een presentatie of om informatie te delen met klanten. Zet deze monitor met de ingebouwde stand op de vergadertafel en dankzij het touchscreen ga je tijdens het geven van een presentatie makkelijk langs verschillende pagina's. Zonder dat je een toetsenbord of muis nodig hebt. Op een beurs of in je winkel benut je deze monitor als digitale informatiezuil om klanten te helpen of producten aan te prijzen.","269,-","LG","19MB15T","19 inch","1280 x 1024 pixels","14 ms","None","60 Hz","IPS paneel","VGA","40,6 cm x 9,4 cm x 34,5 cm","3,8 kg"
Monitoren,"LG 31MU97Z","De LG 31MU97Z is een 31 inch LED-monitor met een 4K-resolutie, zodat je geniet van veel werkruimte en een kristalhelder beeld. Foto's en video's bewerk je op professioneel niveau dankzij de 99.5% AdobeRGB kleurruimte en 10bit kleurdiepte. Je past de positie van deze monitor eenvoudig aan zodat je ergonomisch aan de slag gaat.","999,-","LG","31MU97Z","31 inch","4096 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Thunderbolt, USB-type A","73,67 cm x 5,24 cm x 40,75 cm","7,3 kg"
Monitoren,"Samsung LC27H800FCUXEN","Op de curved Samsung LC27H800FCUXEN werk je uren achter elkaar door zonder last te krijgen van je ogen terwijl je met meerdere programma's tegelijkertijd werkt. Het gebogen scherm zorgt namelijk voor een panoramisch effect, waardoor de afstand tot je ogen over het scherm gelijk is en je goed overzicht hebt over je venster. En in combinatie met het blauwe licht filter verminder je de kans op geïrriteerde ogen. Door de usb c aansluiting is het aansluiten van jouw laptop op het scherm een eitje, dus neem je laptop mee en sluit deze aan om te beginnen met werken. Bewerk je een video en heb je een AMD videokaart op je laptop of pc? Dan zorgt de FreeSync technologie ervoor dat beelden vloeiend worden weergegeven.","389,-","Samsung","LC27H800FCUXEN","27 inch","1920 x 1080 pixels","5 ms","None","60 Hz","VA paneel","HDMI, DisplayPort, Hoofdtelefoon, USB, USB-type A, USB-type C","61,42 cm x 28,07 cm x 54 cm","6 kg"
Monitoren,"Samsung LC27FG73FQUXEN","De Samsung LC27FG73FQUXEN is een 24 inch curved QLED monitor waarop je jouw  favoriete games intenser ervaart dan op een plat scherm. Het beeldscherm buigt zich als het ware om je heen, waardoor het scherm groter lijkt en je kleuren beter waarneemt. De 144Hz verversingssnelheid zorgt voor vloeiende bewegende beelden. Daarnaast synchroniseert de FreeSync technologie de verversingssnelheid met die van je AMD videokaart, zodat je geen last hebt van tearing en stuttering. Dankzij het QLED paneel kan de monitor zelfs meer kleuren weergeven dan een conventionele monitor. Dit resulteert in 125% dekking van het sRGB kleurenspectrum en dit geeft een levensechte kleurweergave, wat fijn is voor het bewerken van foto's en video's.","449,-","Samsung","LC27FG73FQUXEN","27 inch","1920 x 1080 pixels","1 ms","None","144 Hz","VA paneel","HDMI, DisplayPort, Hoofdtelefoon","62,1 cm x 28,1 cm x 54,1 cm","5,3 kg"
Monitoren,"Philips 272B7QPJEB","Maak je lange uren voor je monitor, dan zorgt de Philips 272B7QPJEB ervoor dat je ze zo comfortabel mogelijk doorkomt. Om een ergonomische werkhouding te verzekeren, is dit beeldscherm op 4 verschillende manieren te verstellen. Verder voorkom je droge of geïrriteerde ogen dankzij de trillingsvrije technologie en een kleinere hoeveelheid blauw licht. Zelfs aan de energierekening is gedacht. Deze monitor 'ziet' via infraroodsignalen of er iemand voor het scherm zit. Is dat niet het geval dan wordt de helderheid verlaagt en dat scheelt in het stroomverbruik. Wil je graag met meerdere schermen naast elkaar werken? Deze Philips monitor heeft dunne randen, dus zet je er 2 of meer naast elkaar dan zit er weinig ruimte tussen de schermen.","449,-","Philips","272B7QPJEB/00","27 inch","2560 x 1440 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon, USB-type A","61,4 cm x 25,7 cm x 54,8 cm","7,86 kg"
Monitoren,"HP EliteDisplay E272q","De HP EliteDisplay E272q is in hoogte verstelbaar, kantelbaar, draaibaar en roteerbaar. In welke houding je ook werkt, dit beeldscherm met WQHD-resolutie is er op voorbereid. Zo zit of sta je altijd op een prettige manier voor je monitor. In de standby-stand verbruikt deze monitor slechts 0,38 watt. Zo bespaar je op de energierekening.","439,-","HP","M1P04AT#ABB","27 inch","2560 x 1440 pixels","7 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, USB-type A","64,32 cm x 4,8 cm x 39,25 cm","6 kg"
Monitoren,"iiyama ProLite T2252MTS-B5","Op de 21,5 inch iiyama ProLite T2252MTS-B5 ga je scrollend, swipend en tikkend met je vingers te werk. Het multi-touch beeldscherm is gevoelig voor meerdere aanrakingen tegelijkertijd, waardoor je met meerdere mensen een brainstormsessie houdt. Kantel het beeldscherm tot 73 graden omhoog, zodat je de ProLite T2252MTS-B5 als tekenscherm gebruikt. Zo werk je gemakkelijk je ideeën uit of maak je aantekeningen met de meegeleverde stylus. Via de VESA montage bevestig je de monitor gemakkelijk aan de muur.","259,-","Iiyama","T2252MTS-B5","22 inch","1920 x 1080 pixels","2 ms","None","75 Hz","TN paneel","HDMI, VGA, DVI, Hoofdtelefoon, USB-type A","5,165 cm x 2,205 cm x 3,715 cm","5,7 kg"
Monitoren,"Philips 227E6EDSD","Werk je de hele dag voor een monitor of zoek je een beeldscherm met een klein prijsje om thuis mee aan de slag te gaan? De Philips 227E6EDSD is hoe dan ook een goede keuze. Dankzij het IPS paneel heeft dit scherm een grote kijkhoek, zodat je het beeld ook helder ziet als je niet recht voor de monitor zit. Handig als je met een paar collega's een presentatie wil bespreken, je kinderen samen spelletjes spelen of jij en je vrienden een serie kijken. Zit je regelmatig langere tijd voor het beeldscherm, dan profiteer je van de blauw licht filter. Deze techniek zorgt ervoor dat je minder snel last krijgt van geïrriteerde ogen.","119,-","Philips","227E6EDSD/00","22 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, Hoofdtelefoon","51,1 cm x 21,2 cm x 40 cm","2,95 kg"
Monitoren,"Acer Predator X34A","Omring jezelf met je favoriete game dankzij de Acer Predator X34A. Deze ultrawide monitor heeft een gebogen vorm, wat zorgt voor een panoramisch effect terwijl jij een epische killstreak neerzet in Doom. Zonder haperende beelden, want dankzij de G-Sync technologie verloopt de gameplay soepel. Standaard heeft dit beeldscherm een verversingssnelheid van 60 beelden per seconde, maar dit aantal kan je opvoeren naar 100 beelden door te overklokken. Zo zien beelden tijdens het spelen er nog vloeiender uit. Aan de ergonomie is ook gedacht. Deze Acer Predator is kantelbaar en in hoogte verstelbaar, zodat je er in een fijne houding voor zit.","1.199,-","Acer","UM.CX0EE.A01","34 inch","3440 x 1440 pixels","4 ms","None","100 Hz","IPS paneel","HDMI, DisplayPort, USB-type A","82,5 cm x 30,9 cm x 46,69 cm","9,96 kg"
Monitoren,"Acer XR342CKbmijphuzx","De Acer XR342CKbmijphuzx is een ultrawide curved monitor waar je foto's op bewerkt in UWQHD resolutie. Door het gebogen scherm ervaar je een panoramisch effect, waardoor je minder met je ogen beweegt om het hele scherm in de gaten te houden. Door het brede beeldscherm heb je meer ruimte voor je grafische projecten en werk je met 4 vensters tegelijkertijd. Zo sleep je gemakkelijk je ontwerp van het ene naar het andere werkblad in Photoshop. De 100% dekking van het sRGB kleurenspectrum geeft een diepe kleurweergave en geeft je bewerkte foto's realistisch weer. Verstel de de XR342CKbmijphuzx in hoogte en pas de monitor aan jouw werkhouding aan. Als je lange dagen maakt zorgt het blauw licht filter ervoor dat minder snel last krijgt van je ogen.","949,-","Acer","UM.CX2EE.005","34 inch","3440 x 1440 pixels","4 ms","None","100 Hz","IPS paneel","HDMI, DisplayPort, USB-type C","81,62 cm x 12,47 cm x 36,77 cm","6,55 kg"
Monitoren,"BenQ Zowie RL2755","De BenQ Zowie RL2755 is een 27 inch Full HD monitor speciaal ontworpen voor console gamers. De voet van de monitor is voorzien van een rubberen grip, zodat je gemakkelijk een controller kan opbergen na ieder potje. Natuurlijk beschikt deze monitor over ingebouwde speakers, maar mocht je met een koptelefoon gamen, dan biedt een intrekbare haak een opbergmogelijkheid. Dankzij de 1 ms reactietijd heb je nooit last van ghosting tijdens het gamen. Het aansluiten van je consoles doe je via 2 HDMI-poorten of via de DVI- en VGA-aansluitingen.","249,-","BenQ","9H.LF2LB.QBE","27 inch","1920 x 1080 pixels","1 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI, Hoofdtelefoon","64 cm x 21,4 cm x 47,9 cm","5,5 kg"
Monitoren,"Dell P2418D","Met de Dell P2418D op je bureau werk je altijd comfortabel aan je nieuwste grafische creaties. Op het QHD beeldscherm van deze Dell zie je meer details van afbeeldingen en filmpjes dan op een Full HD scherm, waardoor het net wat scherper op je netvlies staat. Werk je met veel kleuren, dan zie je ze zoals ze bedoeld zijn op het IPS paneel vanuit elke kijkhoek. Bovendien zijn kleuren natuurgetrouw dankzij de 99% sRGB dekking, wat de monitor geschikt maakt voor grafisch werk. En omdat de monitor op veel manieren verstelbaar is, kijk je altijd naar het scherm op een manier die jij fijn vindt.","349,-","Dell","210-AMPS","23,8 inch","2560 x 1440 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, USB-type A","53,8 cm x 18 cm x 48,9 cm","3,5 kg"
Monitoren,"AOC G2460PF","De AOC G2460PF is een 24 inch monitor die geschikt is om jouw favoriete games op te spelen. Dit Full HD beeldscherm met 144Hz zorgt ervoor dat je beelden vloeiend zijn tijdens het gamen of het kijken van een film. Dankzij de reactietijd van 1 ms heb je geen last van ghosting, waardoor je niet afgeleid raakt tijdens de strijd in Call of Duty. Deze monitor heeft 4 usb-aansluitingen, zodat je voldoende ruimte hebt om randapparatuur aan te sluiten.","249,-","AOC","G2460PF","24 inch","1920 x 1080 pixels","1 ms","None","144 Hz","TN paneel","HDMI, VGA, DVI, DisplayPort, Hoofdtelefoon, USB-type A","56,54 cm x 2,45 cm x 39,36 cm","6,54 kg"
Monitoren,"Eizo FlexScan EV2455-BK","De Eizo EV2455-BK is een 24 inch WUXGA IPS-monitor. Door de IPS-techniek geniet je van een levensechte kleurweergave en is het beeld vanuit elke hoek haarscherp te zien. Dankzij de beeldverhouding van 16:10 geniet je van veel werkoppervlak. Zo plaats je gemakkelijk 2 vensters naast elkaar en kun je efficiënter aan de slag. Omdat de monitor in hoogte verstelbaar, draaibaar, kantelbaar en 90 graden roteerbaar is, werk je altijd in de meest optimale stand. Dankzij VGA-, DVI-, HDMI- en DisplayPort-aansluitingen heb je genoeg aansluitmogelijkheden voor al je apparatuur. Daarnaast heeft de Eizo EV2450-BK een ingebouwde usb-hub, zodat je gemakkelijk randapparatuur aansluit.","419,-","Eizo","EV2455-BK","24 inch","1920 x 1200 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, DisplayPort, USB-type A","53 cm x 23 cm x 49 cm","6,5 kg"
Monitoren,"BenQ EW3270ZL","De BenQ PD3200Q is gemaakt voor het grafisch ontwerp en het bewerken van foto's en video's. Het VA paneel geeft ware kleuren vanuit elke hoek weer en zorgt voor een goede zwartweergave. De WQHD resolutie zorgt voor een gedetailleerd en groot oppervlak, waardoor je met meerdere vensters naast elkaar werkt. De helderheid van 300 cd/m2 zorgt ervoor dat je het beeld ook in fel verlichte ruimtes goed ziet. Dankzij het blauw licht filter en de Flicker Free technologie krijg je minder snel last van vermoeide ogen, waardoor je langer doorwerkt.","399,-","BenQ","9H.LFRLB.QBE","32 inch","2560 x 1440 pixels","4 ms","None","75 Hz","AMVA paneel","HDMI, DisplayPort, Hoofdtelefoon","73,96 cm x 21,8 cm x 52,68 cm","8,5 kg"
Monitoren,"LG 32UD99","De LG 32UD99 is een 4K monitor met HDR kleurtechniek voor de grafisch ontwerper. Werk je met HDR content? Dan komt deze kleurtechniek compleet tot zijn recht en bewerk je jouw foto's en grafische projecten in levensechte kleuren. Deze High Dynamic Range zorgt samen met de DCI-P3 kleurendekking namelijk voor een bredere kleurweergave en een hoger contrast. Een MacBook of usb c laptop aan je monitor aansluiten? Dat kan zonder converter via de usb c poort. Daarnaast heeft deze poort een oplaadfunctie waarmee je een laptop of ander extern apparaat van stroom voorziet. Zorg voor een ergonomische werkplek door de 32UD99 in hoogte te verstellen en pas de monitor aan jouw werkhouding aan.","1.099,-","LG","32UD99-W.AEU","31,5 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, USB-type A, USB-type C","71,38 cm x 25,92 cm x 48,54 cm","8,8 kg"
Monitoren,"Acer Predator XB241Hbmipr","Met de Acer Predator XB241Hbmipr speel je je favoriete games zonder dat je last hebt van tearing en stuttering. De G-Sync technologie zorgt ervoor dat je videokaart de verversingssnelheid van 144Hz aankan, wat zorgt voor vloeiende beelden en een betere gameplay. Deze monitor kan beelden nog vloeiender weergeven, doordat hij een overclock verversingssnelheid van 180Hz heeft. Dat betekent dat je deze snelheid handmatig kunt verhogen, maar doe dat wel op eigen risico. Door de reactietijd van 1 ms heb je geen last van wazig beeld tijdens snelle game acties en zet jij een geweldige killstreak neer.","399,-","Acer","UM.FX1EE.001","24 inch","1920 x 1080 pixels","1 ms","None","144 Hz","TN paneel","HDMI, DisplayPort","56,7 cm x 26,8 cm x 54,2 cm","6,31 kg"
