product_type,product_name,product_desc,product_price,product_brand,product_model,product_screen,product_screenres,product_cpu,product_graphicscard,product_graphicsmemory,product_memory,product_storage,product_dimensions,product_weight
Laptops QWERTY,"HP Probook 440 G3 W4N88ET","Op de HP Probook 440 G3 W4N88ET werk je onderweg je sheets bij of bewerk foto's voor je website of presentaties. Deze laptop draait op Windows 10 Pro, waardoor je via Remote Desktop overal toegang hebt tot je computer op kantoor. Je bestanden worden versleuteld opgeslagen dankzij de TPM-chip, dus je werkt veilig met privacygevoelige bestanden. De ProBook 440 heeft eem morsbestendig toetsenbord, waardoor hij bestand is tegen vocht en vuil. Door de compacte behuizing neem je deze laptop gemakkelijk mee in een tas of koffer. Met 14 inch is hij namelijk net iets groter dan een A4'tje.","749,-","HP","W4N88ET#ABH","14 inch","1920 x 1080 pixels","Intel Core i5 6200U","Intel HD Graphics 520","None","4 GB","128 GB SSD","33,92 cm x 24,4 cm x 2,09 cm","1,68 kg"
Laptops QWERTY,"Asus Strix FX503VD-DM073T","Op de Asus Strix FX503VD-DM073T speel je Overwatch op gemiddelde instellingen of bewerk je foto's op het 15,6 inch scherm. Games en andere programma's zijn in enkele seconden geladen door de 256 GB SSD. De laptop is ook geschikt om mee te multitasken, dus terwijl je de laatste hand legt aan het bewerken van een nieuwe Youtube video wordt op de achtergrond een film gedownload voor in de avond. De film bekijk je op het Full HD scherm. Geen zin om een film te kijken? Neem deze Strix dan mee naar een LAN party waar je ook in de laatste uurtjes tijdens een potje Overwatch de juiste toetsencombinaties vindt dankzij de verlichte toetsen.","999,-","Asus","90NR0GN1-M01510","15,6 inch","1920 x 1080 pixels","Intel Core i5 7300HQ","NVIDIA GeForce GTX 1050","2000 MB","8 GB","256 GB SSD","34,4 cm x 26,2 cm x 2,5 cm","2,2 kg"
Laptops QWERTY,"Medion Akoya E3213T 64GB Wit","De Medion Akoya E3213T 64GB Wit is een laptop en tablet in één die je gebruikt voor basistaken als tekstverwerken, presentaties maken en films kijken. In de laptopstand maak je sheets of lange teksten op het volwaardige toetsenbord. Klap het beeldscherm om naar de tentstand en geef een presentatie op het 13,3 inch Full HD beeldscherm. Onderweg of thuis op de bank gebruik je de laptop in tabletstand en kijk je een film of serie. Ga overal meteen aan de slag, want je bestanden en apps zijn binnen enkele seconden opgestart dankzij de SSD schijf.","399,-","Medion","30023176","13,3 inch","1920 x 1080 pixels","Intel Celeron N3350","Intel HD Grahpics 500","None","4 GB","64 GB SSD","31,4 cm x 21,5 cm x 1,94 cm","1,1 kg"
Laptops QWERTY,"Lenovo Ideapad 720s-13ARR 81BR0028MH","De Lenovo  Ideapad 720S-13ARR 81BR0028MH is een compacte en krachtige 13,3 inch laptop waarop je zware taken als videobewerking uitvoert. Niet alleen thuis, want deze Lenovo Ideapad is een lichtgewicht (1,1 kg) en ook slank (1,36 cm dun), waardoor je deze laptop ook gebruikt onderweg naar school of kantoor. Heb jij moeite met wachten? Deze laptop heeft een 256 GB PCIe SSD, waarmee deze laptop sneller is dan laptops met een 'normale' SSD. Nadat je de laptop hebt aangezet ga je in ongeveer 15 seconden aan de slag. Je logt in op deze laptop met Windows Hello en de vingerafdruksensor, waardoor je geen wachtwoord nodig hebt. Bij weinig licht biedt het verlichte toetsenbord uitkomst bij typen.","999,-","Lenovo","81BR0028MH","13,3 inch","1920 x 1080 pixels","AMD Ryzen 7 2700U","Radeon Vega Processor Graphics","None","8 GB","256 GB SDD","30,59 cm x 21,38 cm x 1,36 cm","1,14 kg"
Laptops QWERTY,"Asus ZenBook UX331UA-EG001T","Met de Asus ZenBook UX331UA-EG001T haal je een stijlvolle 13,3 inch laptop in huis die je overal mee naartoe neemt. Met zijn gewicht van iets meer dan een kilogram en dikte van nog geen anderhalve centimeter neem je de ZenBook met gemak overal mee naartoe. Aan boord vind je een 256 GB SSD die je programma's in enkele seconden opstart en een Intel Core i5 processor van de achtste generatie die je eenvoudig laat multitasken. Kijkt er iemand mee op je scherm, dan ziet hij of zij ook ware kleuren op het IPS paneel. En zelf zie je altijd duidelijk welke toetsen je intikt op het verlichte toetsenbord, zelfs als het buiten schemerig begint te worden.","999,-","Asus","90NB0GZ2-M01180","13,3 inch","1920 x 1080 pixels","Intel Core i5 8250U","Intel UHD Graphics 620","None","8 GB","256 GB SSD","31 cm x 21,6 cm x 1,39 cm","1,12 kg"
Laptops QWERTY,"HP Envy X360 15-bq100nd","Met de HP Envy x360 - 15-bq100nd ga je in verschillende standen aan de slag met digitaal tekenen en beeldbewerking. Dankzij de AMD Ryzen 5 processor werk je met zware grafische programma's en de AMD Radeon Vega M videokaart helpt bij het soepel bewerken van niet al te zware video's. Klap het 15,6 inch touchscreen 360 graden om en gebruik deze 2-in-1 als tablet en schets je creatieve ideeën uit met de meegeleverde touchpen. Even een verslag typen op het verlichte toetsenbord of werken met een muis? Dan ga je voor de laptopstand. De NVMe SSD schijf zorgt voor nog snellere laadtijden dan een traditionele SSD, zodat je jouw grafische meesterwerken in een paar seconden opent als je op kantoor of bij een opdrachtgever aankomt.","999,-","HP","(2PH19E","15,6 inch","1920 x 1080 pixels","AMD Ryzen 5 2500U","AMD Radeon Vega M","None","8 GB","1 TB hardeschijf","35,97 cm x 24,88 cm x 1,96 cm","2,16 kg"
Laptops QWERTY,"Toshiba Tecra A50-D i7-8gb-265ssd","De Toshiba Tecra A50-D i7-8gb-265ssd is een stevig gebouwde en krachtige 15,6 inch laptop waarmee je zware taken uitvoert en je zakelijke gegevens beschermt. Bewerk de nieuwste bedrijfsfilm, terwijl je op de achtergrond een zware Excel berekening uitvoert. De ingebouwde TPM chip bewaart jouw documenten veilig op de 256 GB SSD, zodat alleen jij toegang hebt tot je bestanden. Dankzij het aluminium chassis kan jouw laptop tegen een stootje en het morsbestendig toetsenbord beschermt hem tegen vocht en vuil. Dus neem de Tecra overal mee naartoe, zonder je zorgen te maken dat hij kapot gaat. Onderweg naar kantoor maak je met Windows 10 Pro alvast verbinding met het bedrijfsnetwerk en zet je alvast jouw gemaakte werk voor collega's klaar. 


Advies van onze specialist","999,-","Toshiba","PS589E-00W002DU","15,6 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","8 GB","256 GB SSD","37,9 cm x 25,8 cm x 2,33 cm","2 kg"
Laptops QWERTY,"Lenovo Ideapad 720S-13IKBR 81BV004YMH","De Lenovo Ideapad 720S-13IKBR 81BV004YMH neem je overal mee naartoe om foto's of video's te bewerken, je website te updaten en de administratie bij te houden. De laptop weegt maar 1,14 kg en met zijn compacte formaat van 13,3 inch is hij iets groter dan een A4'tje, waardoor je hem gemakkelijk meeneemt in een rugtas. Start de laptop binnen enkele seconden op, want de PCIe SSD schijf is nog sneller dan een normale SSD. Dankzij de Core i7 processor verhoog je jouw productiviteit, want je werkt gemakkelijk met meerdere zware programma's tegelijkertijd. Zit je lekker in een werkflow en begint het te schemeren? Met het verlichte toetsenbord heb je ook in het donker goed zicht op jouw toetsencombinaties.","1.049,-","Lenovo","81BV004YMH","13,3 inch","1920 x 1080 pixels","Intel Core i7 8550U","Intel UHD Graphics 620","None","8 GB","256 GB SSD","30,59 cm x 21,38 cm x 1,36 cm","1,14 kg"
Laptops QWERTY,"MSI GS73VR 7RG-037NL","Op de 17 inch MSI GS73VR 7RG-037NL Stealth Pro gaming laptop speel je de nieuwste games in 4K. De GTX 1070 videokaart levert de grafische spierballen om de games in UHD op het beeld te toveren en VR games met een actieve VR bril op hoge instellingen te spelen. Dankzij de 512 GB PCIe SSD start de laptop in ongeveer 15 seconden op en starten en laden games aanzienlijk sneller dan met een reguliere HDD. Al je YouTube waardige momenten bewaar je voor montage op de 2 TB HDD. Tijdens nachtelijke LAN parties val je op dankzij het RGB verlichte SteelSeries toetsenbord. De Cooler Booster technologie houdt de laptop koel terwijl jij in 4K gamet of AutoCAD ontwerpen bouwt.","2.999,-","MSI","GS73VR 7RG-037NL","17,3 inch","3840 x 2160 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1070 Max-Q","8000 MB","16 GB","512 GB SSD + 2 TB HDD","41,18 cm x 28,49 cm x 1,96 cm","2,43 kg"
Laptops QWERTY,"Acer Swift 5 SF514-52T-565H","De 14 inch Acer Swift 5 SF514-52T-565H is een compacte laptop met touchscreen die geschikt is voor de meest intensieve taken zoals fotobewerking. Met de achtste generatie Intel Core i5 processor bewerk jij vloeiend foto's in programma's als Adobe Photoshop. Heb jij veel beeldmateriaal? De 256 GB PCIe SSD schijf is veel sneller dan een 'normale' SSD, waardoor je minder lang wacht tot al jouw bestanden ingeladen zijn. Als je naar een college of naar kantoor gaat neem je deze laptop eenvoudig mee, want deze laptop weegt nog geen kilo en is 1,49 cm dun, waardoor je hem zo in jouw rugzak stopt. Eenmaal aangekomen log jij in op Windows 10 met de vingerafdruksensor, waardoor je geen wachtwoord nodig hebt.","999,-","Acer","NX.GTMEH.002","14 inch","1920 x 1080 pixels","Intel Core i5 8250U","Intel HD Graphics 620","None","8 GB","256 GB SSD","32,9 cm x 22,8 cm x 1,49 cm","0,97 kg"
Laptops QWERTY,"Acer Chromebook 14 CB3-431-C7WJ","","249,-","Acer","NX.GC2EH.001","14 inch","1366 x 768 pixels","Intel Celeron N3060","Intel HD Graphics","None","4 GB","16 GB Flash","34,1 cm x 23,6 cm x 1,695 cm","1,55 kg"
Laptops QWERTY,"HP Omen 17-an051nd","Game voortaan op ultra instellingen op de HP Omen 17-an051nd. Door de NVIDIA GeForce GTX 1070 videokaart speel je niet alleen de nieuwste games op de hoogste instellingen, maar gebruik je ook je Oculus Rift om zwaardere VR games te spelen. Voor de liefhebbers van bijvoorbeeld Counter Strike komt het 120 Hz scherm goed van pas. Door de hoge verversingssnelheid heb je geen last van hapering en lopen snellere beelden vloeiend over je scherm. Zo heb je je tegenstanders altijd scherp in het vizier. Heb je een toffe compilatievideo gemaakt? Via de Thunderbolt 3 poort worden zelfs de grootste bestanden in enkele seconden overgezet naar externe apparaten. Binnen 15 seconden start de SSD de Omen op en ben je klaar om te gamen.","2.299,-","HP","1VZ02EA#ABH","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 1 TB HDD","42,3 cm x 30,4 cm x 3,3 cm","3,78 kg"
Laptops QWERTY,"Lenovo Ideapad 100S-14IBR 80R900NUMH","De Lenovo Ideapad 100S-14IBR 80R900NUMH is een compacte 14 inch laptop waarmee je snel een mailtje stuurt of aantekeningen tijdens een hoorcollege mee maakt. Dankzij het 14 inch formaat past deze laptop in de gemiddelde handtas, waardoor jij overal met jouw Lenovo Ideapad aan de slag kunt. Ook tijdens die korte treinritjes, want met het 64 GB flash geheugen start je deze laptop in ongeveer 15 seconden op, en ben je aan het typen voordat de trein het station verlaten heeft. Heb jij extra opslagcapaciteit nodig? Deze Lenovo heeft een SD-sleuf, waarmee je het geheugen eenvoudig uitbreidt.","249,-","Lenovo","80R900NUMH","14 inch","1366 x 768 pixels","Intel Celeron N3060","Intel HD Graphics 400","None","2 GB","64 GB Flash","33,7 cm x 23,7 cm x 1,86 cm","1,5 kg"
Laptops QWERTY,"HP ProBook 450 G5 2RS18EA","De 15,6 inch HP ProBook 450 G5 2RS18EA is een laptop die geschikt is voor zware taken zoals het maken van videomontages en analyseren van datasets. Grote bestanden en programma's laden op deze laptop veel sneller dan vergelijkbare laptops. Dit is dankzij de 256 GB PCIe SSD schijf, waarmee je jouw HP ProBook ook nog eens in ongeveer 15 seconden opstart. Met deze laptop zijn jouw bestanden beschermd tegen kwaadwillenden. Dankzij de TPM module kunnen jouw bestanden niet uitgelezen worden bij diefstal en inloggen in Windows doe je veilig en snel met de vingerafdruksensor. Lat jij nog wel eens wat uit je handen vallen? Het aluminium chassis van deze laptop is erg stevig gebouwd, waardoor hij tegen een stootje kan.","1.099,-","HP","2RS18EA#ABH","15,6 inch","1920 x 1080 pixels","Intel Core i7 8550U","Intel UHD Graphics 620","None","8 GB","256 GB SSD","37,6 cm x 26,41 cm x 2,08 cm","2,1 kg"
Laptops QWERTY,"HP 17-ak022nd","De HP 17-ak022nd is een laptop die je als desktopvervanger gebruikt. Bekijk je sociale media aan de keukentafel of zet de laptop op je bureau om een belangrijk verslag af te typen. Het 8 GB werkgeheugen helpt je zware taken snel uit te voeren en programma's op de achtergrond te draaien. Zo voer je tijdens het maken van een presentatie tegelijkertijd een berekening uit in Excel, terwijl je muziek streamt via Spotify. Op het 17,3 inch beeldscherm heb je genoeg ruimte om met twee vensters naast elkaar te werken of te genieten van je favoriete Netflix series. Start je laptop in ongeveer 15 seconden op dankzij de SSD en bewaar je bijvoorbeeld jouw gedownloade luisterboeken op de 1 TB harde schijf.","699,-","HP","1VA61EA#ABH","17,3 inch","1600 x 900 pixels","AMD A9 9420","AMD Radeon 530 Graphics","None","8 GB","128 GB SSD + 1 TB HDD","41,5 cm x 27,8 cm x 2,46 cm","2,6 kg"
Laptops QWERTY,"Toshiba Tecra W50-A-117","Op de Toshiba Tecra W50-A-117 werk je aan grafische modellen en technische ontwerpen. De NVIDIA Quadro K2100M laat je zonder problemen werken met CAD/CAM toepassingen. Dankzij het 32 GB werkgeheugen werk je met meerdere programma's tegelijkertijd en draait de laptop zware software, zoals Photoshop of Premiere. Dus ga aan de slag met het bewerken van foto's en het renderen van video's, terwijl je een berekening in Excel draait. Windows 7 Pro slaat bestanden beveiligd op en laat je op afstand verbinding maken met het domein van kantoor. Handig als je een dag thuis werkt of bij een klant op bezoek bent. De Tecra heeft een stevige aluminium behuizing, waardoor hij niet meteen kapot is als je hem per ongeluk laat vallen.","1.349,-","Toshiba","PT640E-06503DDU","15,6 inch","1920 x 1080 pixels","Intel Core i7 4810MQ","NVIDIA Quadro K2100M","2000 MB","32 GB","512 GB SSD","38,09 cm x 25,3 cm x 3,49 cm","2,7 kg"
Laptops QWERTY,"Asus ZenBook UX430UA-GV259T","De Asus ZenBook UX430UA-GV259T is een laptop voor fotografen en grafisch ontwerpers die veel onderweg zijn. De stevige 13 inch aluminium behuizing kan tegen een stootje en heeft een 14 inch beeldscherm met 100% dekking van het sRGB kleurenspectrum. Hierdoor ervaar je een natuurgetrouwe kleurweergave op een relatief wat groter scherm. Door het compacte ontwerp en het gewicht van 1,3 kg is de ZenBook erg handzaam. Dus neem hem met je mee naar school of werk en maak in de trein alvast een begin aan je nieuwe grafische project. Doordat je inlogt met je vingerafdruk kan niemand anders in jouw laptop en hoef je geen wachtwoorden meer te onthouden.","949,-","Asus","90NB0EC5-M08060","14 inch","1920 x 1080 pixels","Intel Core i5 8250U","Intel UHD Graphics 620","None","8 GB","256 GB SSD","32,4 cm x 22,5 cm x 1,59 cm","1,3 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' Touch Bar (2017) 16/256 GB - 3,3GHz Silver","De Apple MacBook Pro 13'' Touch Bar (2017) 16/256 GB - 3,3GHz Silver beschikt over de Touch Bar. Dit is een touchscreen boven het toetsenbord dat interactieve toetsen en functies laat zien en zich aanpast aan je programma's. Bewerk je foto's, dan zie je op de Touch Bar filteropties of een kleurenpallet. Ben je aan het tekstverwerken, dan verschijnen opties om tekst 'vet' te maken en woordsuggesties. Zo bewerk je foto's en video's in full screen en is je toetsenbord veel interactiever. In de Touch Bar zit ook Touch ID, waarmee je met je vingerafdruk inlogt en betalingen goedkeurt. Randapparatuur sluit je aan op 1 van de 4 usb c aansluitingen, die geschikt zijn om data over te zetten én je MacBook op te laden.","2.299,-","Apple","Z0UP","13,3 inch","2560 x 1600 pixels","Intel Core i5 7287U","Intel Iris Plus Graphics 650","None","16 GB","256 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","None"
Laptops QWERTY,"Acer Spin 7 SP714-51-M0U6","De Acer Spin 7 SP714-51-M0U6 is een tablet en computer in één en geschikt voor het bewerken van foto's in Photoshop, het spelen van Candy Crush of het kijken van een film of serie. Met een gewicht van slechts 1,2 kg en een dikte van 1,1 cm is de Spin 7 ondanks zijn 14 inch formaat makkelijk om mee te nemen. Zet hem neer zoals jij het wil, want het toetsenbord is keerbaar tot wel 360 graden. De 256 GB SSD start het apparaat in ongeveer 15 seconden op en je apps en programma's zijn ook in enkele seconden gebruiksklaar.","1.099,-","Acer","NX.GKPEH.001","14 inch","1920 x 1080 pixels","Intel Core i7 7Y75","Intel HD Graphics 615","None","8 GB","256 GB SSD","32,46 cm x 22,96 cm x 1,098 cm","1,2 kg"
Laptops QWERTY,"Lenovo Ideapad 320-15IAP 80XR00NKMH","De Lenovo Ideapad 320-15IAP 80XR00NKMH is een 15,6 laptop die je thuis, op kantoor en op school gebruikt voor taken als tekstverwerken, je sheets bijwerken en films kijken. Ben je wat laat? Dan hoef je niet ook nog eens lang op het opstarten van je laptop te wachten, want de 128 GB SSD start de Ideapad in ongeveer 15 seconden op. Het numerieke toetsenbord is handig als je snel cijfers in Excel wilt verwerken. Thuis stream je muziek en geniet je van je favoriete series op het Full HD beeldscherm.","369,-","Lenovo","80XR00NKMH","15,6 inch","1920 x 1080 pixels","Intel Celeron N3350","Intel HD Graphics 500","None","4 GB","128 GB SSD","37,8 cm x 26 cm x 2,29 cm","2,2 kg"
Laptops QWERTY,"Asus VivoBook R541NA-DM198T","Gebruik de Asus VivoBook R541NA-DM198T thuis of op school voor al je digitale basis bezigheden. Deze 15,6 inch laptop klap je open zodra de les begint om aantekeningen te maken. Binnen 15 seconden is de laptop opgestart dankzij de 128 GB SSD. Ga aan het werk met PowerPoint en zet je favoriete muziek op om je presentatie op tijd af te krijgen. Ben je klaar, geniet dan van je welverdiende rust met een aflevering van je favoriete serie op het Full HD scherm. Van zonlicht op het beeldscherm heb je geen last. Het anti-glare-scherm voorkomt namelijk vervelende reflecties.","479,-","Asus","90NB0E83-M02730","15,6 inch","1920 x 1080 pixels","Intel Pentium N4200","Intel HD Graphics 505","None","8 GB","128 GB SSD","38,1 cm x 25,2 cm x 2,76 cm","2 kg"
